model,mean,std
ot_fusion_ZINC_acts_False_sinkhorn_50_feature_lp_tau_100_20samples,1.3436840742826461,0.07813053107501278
ot_fusion_ZINC_acts_True_sinkhorn_50_feature_lp_tau_100_100samples,1.3098647058010102,0.13408866400164446
ot_fusion_ZINC_acts_False_sinkhorn_5_quadratic_energy_alpha_02_tau_100_100samples,1.286374819278717,0.23177633633518255
ot_fusion_ZINC_acts_False_sinkhorn_50_feature_lp_tau_100_20samples_finetune,0.45841251909732816,0.00812894835981098
ot_fusion_ZINC_acts_True_sinkhorn_50_feature_lp_tau_100_100samples_finetune,0.45841251909732816,0.00812894835981098
ot_fusion_ZINC_acts_False_sinkhorn_5_quadratic_energy_alpha_02_tau_100_100samples_finetune,0.4536417581140995,0.007076964507216474
