model,mean,std
ot_fusion_ZINC_acts_False_emd_0_feature_lp_tau_100_100samples,1.2235113337635994,0.11059930804327536
ot_fusion_ZINC_acts_True_emd_0_feature_lp_tau_100_100samples,1.204196797311306,0.14835242129023513
ot_fusion_ZINC_acts_False_emd_0_quadratic_energy_alpha_02_tau_100_100samples,1.2304384540766478,0.2562152019674967
ot_fusion_ZINC_acts_False_emd_0_feature_lp_tau_100_100samples_finetune,0.460485914349556,0.01673142357614155
ot_fusion_ZINC_acts_True_emd_0_feature_lp_tau_100_100samples_finetune,0.460485914349556,0.01673142357614155
ot_fusion_ZINC_acts_False_emd_0_quadratic_energy_alpha_02_tau_100_100samples_finetune,0.46039650589227676,0.00906770091566581
