model,mean,std
ot_fusion_ZINC_emd_0_feature_lp_tau_100_10samples,1.950346478819847,0.6095852507088594
ot_fusion_ZINC_emd_0_quadratic_energy_alpha_08_tau_100_10samples,1.9092699140310287,0.4786152335220903
ot_fusion_ZINC_emd_0_fused_gw_large_eps_primal_cost_tau_100_2samples,2.2036255061626435,0.3653869984577129
