model,mean,std
ot_fusion_ZINC_acts_False_emd_0_feature_lp_tau_100_100samples,1.2235113337635994,0.11059930804327536
ot_fusion_ZINC_acts_False_emd_0_quadratic_energy_alpha_02_tau_100_100samples,1.2304384540766478,0.2562152019674967
ot_fusion_ZINC_acts_False_emd_0_fused_gw_reg_cost_tau_100_2samples,1.736386775970459,0.44534818497842077
ot_fusion_ZINC_acts_False_emd_0_feature_lp_tau_100_100samples_finetune,0.460485914349556,0.01673142357614155
ot_fusion_ZINC_acts_False_emd_0_quadratic_energy_alpha_02_tau_100_100samples_finetune,0.46039650589227676,0.00906770091566581
ot_fusion_ZINC_acts_False_emd_0_fused_gw_reg_cost_tau_100_2samples_finetune,0.4631903238594532,0.014637255677977206
